4.29,64.42
91.66,9.30
7.83,73.60
7.55,44.20
70.81,86.50
4.47,5.71
9.2,48.73
80.82,84.1
6.98,94.55
97.82,94.29
19.46,39.5
21.4,85.85
86.35,49.96
20.17,42.83
95.7,73.11
20.44,100.70
52.16,67.23
17.84,18.15
84.96,94.86
83.27,17.41
10.46,58.89
65.17,64.70
28.18,95.79
29.64,89.19
75.14,96.69
59.44,11.86
41.76,50.39
3.59,63.51
65.10,49.41
31.10,18.32
43.32,12.74
87.33,48.93
26.24,65.100
41.64,89.80
89.44,100.34
34.11,19.46
97.93,75.4
64.33,4.74
80.65,66.91
32.19,30.43
94.48,50.22
89.34,58.33
65.24,85.2
7.43,99.24
3.52,47.98
48.62,94.22
76.37,75.86
34.44,41.94
14.79,80.20
72.86,87.43
52.6,79.41
5.24,72.56
82.82,65.53
54.34,29.10
8.9,3.41
9.19,34.85
30.75,21.35
41.27,37.94
53.11,86.44
38.47,20.68
74.10,71.93
49.51,90.75
28.68,46.12
25.51,13.40
20.87,20.84
91.20,52.55
28.66,73.41
52.8,24.58
26.37,38.97
59.10,80.65
85.90,14.53
93.17,91.96
63.66,6.25
93.6,69.35
96.5,17.62
70.85,88.71
37.57,54.60
94.5,59.98
13.38,23.94
10.44,82.55
35.35,89.36
42.44,38.93
29.99,64.15
88.13,24.65
61.67,83.39
7.73,4.92
59.56,80.91
32.83,60.63
51.68,98.38
85.7,84.17
10.44,71.85
51.20,5.19
59.38,7.65
98.74,48.48
90.67,25.28
46.39,79.28
39.14,43.53
23.19,31.73
96.46,38.4
15.19,34.87
