29.40,3232.14
27.81,3346.18
40.89,5729.77
43.27,1892.22
29.74,6641.51
50.8,6052.51
41.33,9703.61
27.59,6908.89
33.24,5280.15
31.70,7758.36
24.83,6178.81
32.1,4315.2
40.11,4681.95
30.56,5838.79
33.17,9365.9
42.32,8214.90
22.79,5780.79
32.71,2000.72
31.38,3930.31
43.87,6616.64
20.59,4255.32
39.54,5240.100
20.3,5811.97
49.54,1466.38
32.33,1499.80
22.31,2371.44
22.29,4396.59
49.9,6241.49
33.90,1738.2
32.64,8233.84
42.49,1953.42
20.82,5815.32
37.11,5508.71
47.8,6707.48
49.66,3489.95
38.32,9543.51
27.7,8579.97
32.34,7849.33
30.15,2023.66
50.62,3134.97
